GEOID,ptg_owner_unit_resident,ptg_renter_unit_resident,ptg_race_white,ptg_race_black,pop_density_perSqkm,household_w_car,rate_w_car,household_w_car_2017,rate_w_car_2017,communte_by_car_by_household
36005007300,0.0544894574745321,0.9455105425254678,0.1417641764176417,0.3168316831683168,31706.394788849964,346,0.2254071661237785,363,0.2671081677704194,0.09681978798586573
36005007400,0.3933544303797468,0.6066455696202532,0.1281328320802005,0.3521303258145363,17054.744018550773,937,0.6987322893363161,761,0.5683345780433159,0.27901614142966946
36005007500,0.2021874525292419,0.797812547470758,0.2322338830584707,0.3436281859070464,29302.96720000703,629,0.26306984525303223,668,0.29349736379613356,0.1511969760604788
36005007600,0.2493019545273234,0.7506980454726765,0.0786846741045214,0.274221961244862,23520.25854330002,845,0.45235546038543895,613,0.39244558258642764,0.18282828282828284
36005007700,0.1724137931034483,0.8275862068965517,0.2068328716528162,0.3374884579870729,19199.404339809957,289,0.5070175438596491,274,0.43769968051118213,0.10102040816326531
36005007800,0.3467244540756792,0.6532755459243207,0.1555840410190674,0.241948405704214,20010.96579122031,1266,0.6529138731304797,1076,0.509469696969697,0.44333748443337484
36005007900,0.0,1.0,0.062517640417725,0.346740050804403,35799.812058564974,401,0.17195540308747856,435,0.18774277082434182,0.08250539956803456
36005008300,0.1922711434906557,0.8077288565093443,0.0970444850700792,0.2509140767824497,30682.646822354764,714,0.3081570996978852,598,0.2869481765834933,0.13514548238897398
36005008400,0.7694781987133666,0.2305218012866333,0.1650658128779793,0.415510494485948,17928.553661290014,593,0.5971802618328298,580,0.7967032967032966,0.30174563591022446
36005008500,0.2269199346405228,0.7730800653594772,0.1449704142011834,0.3130873651235642,31631.215043819084,613,0.28538175046554937,644,0.3324728962312855,0.13839811542991756
36005008600,0.0885453267744202,0.9114546732255796,0.2223513011152416,0.3710501858736059,22935.33982031142,365,0.22941546197360152,517,0.3517006802721088,0.24429416737109044
36005008700,0.0146496815286624,0.9853503184713376,0.0853676800958514,0.2682342369327542,31263.168737767704,651,0.3117816091954023,508,0.2538730634682659,0.09274873524451939
36005008900,0.0768261964735516,0.9231738035264484,0.1376968200061747,0.1589996912627354,29367.763462113864,265,0.20479134466769705,323,0.2833333333333333,0.1308562197092084
36005009000,0.3027737226277372,0.6972262773722627,0.21397616468039,0.3431744312026002,3603.086631201832,554,0.4442662389735365,416,0.3543441226575809,0.4366453965360073
36005009200,0.2683760683760683,0.7316239316239316,0.1611008558482967,0.1471723443530793,19193.171752959177,1015,0.546875,722,0.40066592674805773,0.3272208638956805
36005009600,0.2924722336487042,0.7075277663512958,0.1715328467153284,0.1916058394160583,3895.07741821759,424,0.4840182648401826,417,0.5443864229765013,0.38870792616720956
36005009800,0.5652920962199313,0.4347079037800687,0.3531283138918346,0.2072110286320254,9111.991496762972,1278,0.7802197802197802,1220,0.7019562715765247,0.34825543120473995
36005011000,0.0,0.0,0.0,0.0,0.0,0,,29,0.6304347826086957,
36005011502,0.1092723929603362,0.8907276070396638,0.0674210278170674,0.3599717114568599,12613.925273941031,393,0.2731063238359972,401,0.3061068702290076,0.09551800146950772
36005011800,0.6159201670921327,0.3840798329078672,0.7042083477061055,0.0565712314591238,5858.482978267635,1423,0.9480346435709527,1316,0.8726790450928382,0.6046986721144024
