State,ZIP Code,Registration Date,Vehicle Make,Vehicle Model,Vehicle Model Year,Drivetrain Type,Vehicle GVWR Class,Vehicle Category,Vehicle Count,DMV Snapshot ID,DMV Snapshot (Date),Latest DMV Snapshot Flag,Borough
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,49,DMV Snapshot (4/1/2021),False,Queens
NY,10128,2018-11-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,39,DMV Snapshot (6/2/2020),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,50,DMV Snapshot (5/1/2021),False,Queens
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,54,DMV Snapshot (9/2/2021),False,Manhattan
NY,10013,2018-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,24,DMV Snapshot (3/2/2019),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,60,DMV Snapshot (3/1/2022),False,Queens
NY,10003,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,37,DMV Snapshot (4/2/2020),False,Manhattan
NY,11354,2022-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,69,DMV Snapshot (12/2/2022),False,Queens
NY,10128,2018-11-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,24,DMV Snapshot (3/2/2019),False,Manhattan
NY,10003,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,33,DMV Snapshot (12/2/2019),False,Manhattan
NY,10003,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,19,DMV Snapshot (10/2/2018),False,Manhattan
NY,11354,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,41,DMV Snapshot (8/2/2020),False,Queens
NY,11040,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,67,DMV Snapshot (10/2/2022),False,Queens
NY,11215,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,29,DMV Snapshot (8/2/2019),False,Brooklyn
NY,10128,2018-11-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,38,DMV Snapshot (5/4/2020),False,Manhattan
NY,10007,2020-05-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,51,DMV Snapshot (6/1/2021),False,Manhattan
NY,10021,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,18,DMV Snapshot (9/2/2018),False,Manhattan
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,55,DMV Snapshot (10/1/2021),False,Queens
NY,10003,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,31,DMV Snapshot (10/11/2019),False,Manhattan
NY,10013,2018-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,37,DMV Snapshot (4/2/2020),False,Manhattan
NY,10013,2022-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,68,DMV Snapshot (11/02/2022),False,Manhattan
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,42,DMV Snapshot (9/2/2020),False,Manhattan
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,53,DMV Snapshot (8/1/2021),False,Manhattan
NY,10013,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,37,DMV Snapshot (4/2/2020),False,Manhattan
NY,10021,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,29,DMV Snapshot (8/2/2019),False,Manhattan
NY,10128,2018-11-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,42,DMV Snapshot (9/2/2020),False,Manhattan
NY,10013,2022-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,73,DMV Snapshot (4/2/2023),False,Manhattan
NY,10024,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,49,DMV Snapshot (4/1/2021),False,Manhattan
NY,11001,2018-03-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,14,DMV Snapshot (5/9/2018),False,Queens
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,48,DMV Snapshot (3/2/2021),False,Manhattan
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,59,DMV Snapshot (2/1/2022),False,Queens
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,44,DMV Snapshot (11/2/2020),False,Manhattan
NY,10024,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,83,DMV Snapshot (2/2/2024),True,Manhattan
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,46,DMV Snapshot (1/12/2021),False,Manhattan
NY,10024,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,50,DMV Snapshot (5/1/2021),False,Manhattan
NY,10013,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,38,DMV Snapshot (5/4/2020),False,Manhattan
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,57,DMV Snapshot (12/1/2021),False,Queens
NY,10003,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,34,DMV Snapshot (1/2/2020),False,Manhattan
NY,10007,2020-05-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,50,DMV Snapshot (5/1/2021),False,Manhattan
NY,10044,2018-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,21,DMV Snapshot (12/2/2018),False,Manhattan
NY,11001,2018-03-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,19,DMV Snapshot (10/2/2018),False,Queens
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Queens
NY,10021,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,38,DMV Snapshot (5/4/2020),False,Manhattan
NY,10013,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,40,DMV Snapshot (7/2/2020),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,51,DMV Snapshot (6/1/2021),False,Queens
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,54,DMV Snapshot (9/2/2021),False,Queens
NY,10024,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,78,DMV Snapshot (9/2/2023),False,Manhattan
NY,10021,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,25,DMV Snapshot (4/2/2019),False,Manhattan
NY,11215,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,38,DMV Snapshot (5/4/2020),False,Brooklyn
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,62,DMV Snapshot (5/1/2022),False,Queens
NY,10024,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,54,DMV Snapshot (9/2/2021),False,Manhattan
NY,10013,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,20,DMV Snapshot (11/2/2018),False,Manhattan
NY,10028,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,19,DMV Snapshot (10/2/2018),False,Manhattan
NY,11215,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,30,DMV Snapshot (9/3/2019),False,Brooklyn
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,65,DMV Snapshot (8/1/2022),False,Queens
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,50,DMV Snapshot (5/1/2021),False,Queens
NY,10013,2018-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,27,DMV Snapshot (6/2/2019),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,52,DMV Snapshot (7/1/2021),False,Queens
NY,10010,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,45,DMV Snapshot (12/2/2020),False,Manhattan
NY,10024,2020-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,56,DMV Snapshot (11/1/2021),False,Manhattan
NY,11215,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,31,DMV Snapshot (10/11/2019),False,Brooklyn
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,44,DMV Snapshot (11/2/2020),False,Queens
NY,11040,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,47,DMV Snapshot (2/1/2021),False,Queens
NY,10024,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,79,DMV Snapshot (10/2/2023),False,Manhattan
NY,10011,2019-02-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,35,DMV Snapshot (2/2/2020),False,Manhattan
NY,10011,2019-02-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,34,DMV Snapshot (1/2/2020),False,Manhattan
NY,11358,2020-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,43,DMV Snapshot (10/2/2020),False,Queens
NY,10011,2019-02-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,24,DMV Snapshot (3/2/2019),False,Manhattan
NY,11375,2019-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,49,DMV Snapshot (4/1/2021),False,Queens
NY,10003,2018-03-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,29,DMV Snapshot (8/2/2019),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,33,DMV Snapshot (12/2/2019),False,Manhattan
NY,10014,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,72,DMV Snapshot (3/2/2023),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,40,DMV Snapshot (7/2/2020),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,41,DMV Snapshot (8/2/2020),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,39,DMV Snapshot (6/2/2020),False,Manhattan
NY,10003,2018-03-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,35,DMV Snapshot (2/2/2020),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,25,DMV Snapshot (4/2/2019),False,Manhattan
NY,11201,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Brooklyn
NY,11201,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,45,DMV Snapshot (12/2/2020),False,Brooklyn
NY,11375,2023-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,79,DMV Snapshot (10/2/2023),False,Queens
NY,11201,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,44,DMV Snapshot (11/2/2020),False,Brooklyn
NY,10014,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,76,DMV Snapshot (7/2/2023),False,Manhattan
NY,11375,2019-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,48,DMV Snapshot (3/2/2021),False,Queens
NY,11201,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,27,DMV Snapshot (6/2/2019),False,Brooklyn
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,35,DMV Snapshot (2/2/2020),False,Manhattan
NY,10128,2018-06-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,25,DMV Snapshot (4/2/2019),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,31,DMV Snapshot (10/11/2019),False,Manhattan
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,29,DMV Snapshot (8/2/2019),False,Manhattan
NY,11201,2018-09-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,30,DMV Snapshot (9/3/2019),False,Brooklyn
NY,10014,2019-01-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,26,DMV Snapshot (5/2/2019),False,Manhattan
NY,11201,2020-08-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,42,DMV Snapshot (9/2/2020),False,Brooklyn
NY,10014,2022-07-01,TESLA,MODEL X,2018,BEV,2A,Light-Duty (Class 1-2A),2,67,DMV Snapshot (10/2/2022),False,Manhattan
NY,10013,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,42,DMV Snapshot (9/2/2020),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,57,DMV Snapshot (12/1/2021),False,Queens
NY,10014,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,60,DMV Snapshot (3/1/2022),False,Manhattan
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,71,DMV Snapshot (2/3/2023),False,Queens
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,72,DMV Snapshot (3/2/2023),False,Queens
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,65,DMV Snapshot (8/1/2022),False,Queens
NY,10128,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,43,DMV Snapshot (10/2/2020),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,48,DMV Snapshot (3/2/2021),False,Queens
NY,10024,2022-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,70,DMV Snapshot (1/3/2023),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,47,DMV Snapshot (2/1/2021),False,Queens
NY,10028,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,48,DMV Snapshot (3/2/2021),False,Manhattan
NY,10282,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,59,DMV Snapshot (2/1/2022),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,46,DMV Snapshot (1/12/2021),False,Queens
NY,10282,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,67,DMV Snapshot (10/2/2022),False,Manhattan
NY,10028,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Manhattan
NY,10028,2022-05-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,66,DMV Snapshot (9/1/2022),False,Manhattan
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,64,DMV Snapshot (7/1/2022),False,Queens
NY,10128,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,51,DMV Snapshot (6/1/2021),False,Manhattan
NY,10282,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,64,DMV Snapshot (7/1/2022),False,Manhattan
NY,10024,2022-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,72,DMV Snapshot (3/2/2023),False,Manhattan
NY,10013,2020-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,56,DMV Snapshot (11/1/2021),False,Manhattan
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,67,DMV Snapshot (10/2/2022),False,Queens
NY,10065,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,55,DMV Snapshot (10/1/2021),False,Manhattan
NY,10013,2020-05-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,41,DMV Snapshot (8/2/2020),False,Manhattan
NY,10016,2021-12-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Manhattan
NY,10028,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,47,DMV Snapshot (2/1/2021),False,Manhattan
NY,10013,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,50,DMV Snapshot (5/1/2021),False,Manhattan
NY,10128,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,62,DMV Snapshot (5/1/2022),False,Manhattan
NY,10282,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,79,DMV Snapshot (10/2/2023),False,Manhattan
NY,10065,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Manhattan
NY,11040,2022-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,76,DMV Snapshot (7/2/2023),False,Queens
NY,10011,2022-01-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Manhattan
NY,10011,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,53,DMV Snapshot (8/1/2021),False,Manhattan
NY,10028,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,56,DMV Snapshot (11/1/2021),False,Manhattan
NY,10065,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,63,DMV Snapshot (6/1/2022),False,Manhattan
NY,11375,2020-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,59,DMV Snapshot (2/1/2022),False,Queens
NY,10065,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,58,DMV Snapshot (1/1/2022),False,Manhattan
NY,10024,2022-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,74,DMV Snapshot (5/2/2023),False,Manhattan
NY,10011,2022-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,81,DMV Snapshot (12/2/2023),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,54,DMV Snapshot (9/2/2021),False,Queens
NY,10282,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,68,DMV Snapshot (11/02/2022),False,Manhattan
NY,10013,2020-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,37,DMV Snapshot (4/2/2020),False,Manhattan
NY,10014,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,62,DMV Snapshot (5/1/2022),False,Queens
NY,10011,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,50,DMV Snapshot (5/1/2021),False,Manhattan
NY,10028,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,53,DMV Snapshot (8/1/2021),False,Manhattan
NY,10011,2022-01-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,64,DMV Snapshot (7/1/2022),False,Manhattan
NY,11040,2022-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,73,DMV Snapshot (4/2/2023),False,Queens
NY,11375,2020-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,47,DMV Snapshot (2/1/2021),False,Queens
NY,11375,2020-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,45,DMV Snapshot (12/2/2020),False,Queens
NY,10028,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,54,DMV Snapshot (9/2/2021),False,Manhattan
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,60,DMV Snapshot (3/1/2022),False,Queens
NY,10011,2022-07-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,65,DMV Snapshot (8/1/2022),False,Manhattan
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,62,DMV Snapshot (5/1/2022),False,Queens
NY,10011,2022-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,82,DMV Snapshot (1/2/2024),False,Manhattan
NY,10013,2022-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,63,DMV Snapshot (6/1/2022),False,Manhattan
NY,10128,2022-07-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,66,DMV Snapshot (9/1/2022),False,Manhattan
NY,10013,2022-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,61,DMV Snapshot (4/1/2022),False,Queens
NY,10013,2020-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,39,DMV Snapshot (6/2/2020),False,Manhattan
NY,11375,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,63,DMV Snapshot (6/1/2022),False,Queens
NY,10011,2022-01-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,59,DMV Snapshot (2/1/2022),False,Manhattan
NY,10282,2021-09-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,56,DMV Snapshot (11/1/2021),False,Manhattan
NY,10011,2022-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,83,DMV Snapshot (2/2/2024),True,Manhattan
NY,10016,2021-12-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,59,DMV Snapshot (2/1/2022),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,44,DMV Snapshot (11/2/2020),False,Queens
NY,10036,2022-02-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,82,DMV Snapshot (1/2/2024),False,Manhattan
NY,11201,2022-05-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,75,DMV Snapshot (6/2/2023),False,Brooklyn
NY,10023,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,41,DMV Snapshot (8/2/2020),False,Manhattan
NY,11040,2020-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,47,DMV Snapshot (2/1/2021),False,Queens
NY,10023,2020-06-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,57,DMV Snapshot (12/1/2021),False,Manhattan
NY,11201,2022-05-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,67,DMV Snapshot (10/2/2022),False,Brooklyn
NY,10023,2022-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,69,DMV Snapshot (12/2/2022),False,Manhattan
NY,11040,2020-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,65,DMV Snapshot (8/1/2022),False,Queens
NY,11040,2020-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,58,DMV Snapshot (1/1/2022),False,Queens
NY,10023,2022-08-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,69,DMV Snapshot (12/2/2022),False,Manhattan
NY,10023,2022-08-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,68,DMV Snapshot (11/02/2022),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,58,DMV Snapshot (1/1/2022),False,Queens
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,45,DMV Snapshot (12/2/2020),False,Queens
NY,10007,2020-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,39,DMV Snapshot (6/2/2020),False,Manhattan
NY,11040,2020-11-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,68,DMV Snapshot (11/02/2022),False,Queens
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,51,DMV Snapshot (6/1/2021),False,Queens
NY,10022,2022-08-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,71,DMV Snapshot (2/3/2023),False,Manhattan
NY,10023,2022-08-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,78,DMV Snapshot (9/2/2023),False,Manhattan
NY,11040,2020-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,60,DMV Snapshot (3/1/2022),False,Queens
NY,10036,2020-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,56,DMV Snapshot (11/1/2021),False,Manhattan
NY,10036,2020-03-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,55,DMV Snapshot (10/1/2021),False,Manhattan
NY,10023,2022-08-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,73,DMV Snapshot (4/2/2023),False,Manhattan
NY,10023,2022-10-01,TESLA,MODEL X,2020,BEV,2A,Light-Duty (Class 1-2A),2,72,DMV Snapshot (3/2/2023),False,Manhattan
